picture,year,longitude,latitude,building,source
2416.jpg,-550,51.47° E,32.65° N,The ruins of the  ancient city of Pasargadae,Gemini
2417.jpg,-550,52.54° E,30.27° N,Tomb of Darius I ,Gemini
2418.jpg,-550,48.28° E,35.68° N,Tomb of Cyrus the Great ,Gemini
2419.jpg,-550,52.96° E,32.65° N, The Hall of a Hundred Columns at Persepolis. ,Gemini
2420.jpg,-550,52.96° E,32.63° N, Ancient Persian city of Persepolis ,Gemini
2421.jpg,-550,52.53° E,32.61° N,Ruins of ancient Persepolis  ,Gemini
2422.jpg,-550,52.52° E,30.33° N,Tomb of Darius the Great,Gemini
2423.jpg,-550,52.54° E,30.17° N,"Gate of All Nations, Persepolis, Iran.",Gemini
2424.jpg,-550,52.54° E,30.19° N,Gate of All Nations at Persepolis,Gemini
2425.jpg,-520,48.54° E,32.65° N,Reliefs at Persepolis,Gemini
2426.jpg,-550,52.53° E,32.65° N,The Gate of All Nations at Persepolis,Gemini
2427.jpg,-500,48.25° E,36.05° N,Ancient ruins of Susa,Gemini
2428.jpg,-550,52.54° E,30.08° N,Naqsh-e Rustam Tombs ,Gemini
2429.jpg,-520,52.96° E,30.18° N,"The Gate of All Nations, Persepolis.",Gemini
2430.jpg,-550,52.53° E,32.65° N,Ruins of the Achaemenid Empire.,Gemini
2431.jpg,-550,52.54° E,31.40° N,Cyrus the Great's Tomb,Gemini
2432.jpg,-550,48.04° E,32.63° N,"Apadana Palace, Persepolis, Iran. ",Gemini
2433.jpg,-530,52.97° E,32.65° N, Xerxes I Gate of Persepolis,Gemini
2434.jpg,-520,52.96° E,30.18° N,The Gate of All Nations in Persepolis,Gemini
2435.jpg,-550,52.53° E,32.08° N,Naqsh-e Rostam Necropolis,Gemini
2436.jpg,-2300,44.5° E,32.5° N,Ziggurat of Ur ,Gemini
2437.jpg,-550,52.54° E,30.18° N,Tomb of Cyrus the Great,Gemini
2438.jpg,-550,52.97° E,30.23° N, Gate of All Nations at Persepolis,Gemini
2439.jpg,-520,52.96° E,32.62° N, The Gate of All Nations in Persepolis  ,Gemini
2440.jpg,-539,52.96° E,32.65° N,Ruins of the ancient city of Persepolis. ,Gemini
2441.jpg,-550,52.96° E,30.58° N, The Gate of All Nations (Xerxes) in Persepolis,Gemini
2442.jpg,-550,52.53° E,30.16° N,Cyrus the Great's Tomb ,Gemini
2443.jpg,-500,52.68° E,31.69° N, The Gate of All Nations at Persepolis,Gemini
2444.jpg,-550,52.96° E,32.61° N, Stone sculpture in Persepolis ,Gemini
2445.jpg,-550,52.53° E,30.18° N,The Gate of All Nations at Persepolis,Gemini
2446.jpg,-550,52.96° E,30.18° N,"The Gate of All Nations, Persepolis, Iran.",Gemini
2447.jpg,-550,50.54° E,32.64° N, Tomb of Darius I  ,Gemini
2448.jpg,-520,52.96° E,30.58° N, The Gate of All Nations (Xerxes I)  ,Gemini
2449.jpg,-550,52.53° E,30.17° N,"The Gate of All Nations, Persepolis",Gemini
2450.jpg,-550,52.52° E,32.65° N,Ruins of the ancient city of Pasargadae,Gemini
2451.jpg,-550,50.65° E,32.65° N,Cyrus the Great Tomb,Gemini
2452.jpg,-550,52.53° E,32.65° N,Tomb of Cyrus the Great,Gemini
2453.jpg,-550,52.53° E,32.65° N, Gate of All Nations ,Gemini
2454.jpg,-550,52.96° E,30.63° N,The Gate of All Nations at Persepolis,Gemini
2455.jpg,-550,48.50° E,32.63° N,Tomb of Cyrus the Great,Gemini
2456.jpg,-550,52.57° E,30.23° N,The Tombs of Naqsh-e Rostam ,Gemini
2457.jpg,-550,52.53° E,32.65° N,The ruins of Persepolis,Gemini
2458.jpg,-550,52.53° E,32.04° N, Gate of All Nations at Persepolis,Gemini
2459.jpg,-550,52.53° E,32.62° N,The Gate of All Nations in Persepolis,Gemini
2460.jpg,150,77.23° E,28.61° N, Gandhara sculpture of the Buddha,Gemini
2461.jpg,-550,52.67° E,30.22° N,Naqsh-e Rostam Tombs,Gemini
2462.jpg,-550,52.98° E,31.64° N,Tomb of Cyrus the Great. ,Gemini
2463.jpg,-550,52.53° E,32.08° N,"Gate of All Nations, Persepolis",Gemini
2464.jpg,-520,52.97° E,30.17° N,"The Gate of All Nations, Persepolis, Iran.",Gemini
2465.jpg,-550,52.56° E,30.23° N,Tomb of Darius I  ,Gemini
2466.jpg,-520,52.54° E,32.65° N,"The Gate of All Nations, Persepolis",Gemini
2467.jpg,-550,52.96° E,30.18° N,The Palace of Xerxes  ,Gemini
2468.jpg,-550,52.54° E,32.64° N," The Gate of All Nations, Persepolis.",Gemini
2469.jpg,-550,52.53° E,31.88° N, Persepolis Gate of All Nations  ,Gemini
2470.jpg,-550,52.9667° E,32.6500° N,The Palace of Darius the Great at Persepolis,Gemini
2471.jpg,-550,52.53° E,30.58° N,Gate of all Nations in Persepolis,Gemini
2472.jpg,-550,52.53° E,30.18° N,The Gate of All Nations at Persepolis,Gemini
2473.jpg,-520,52.9604° E,30.1839° N, Persepolis royal city ruins. ,Gemini
2474.jpg,-550,52.53° E,32.06° N, Ruins of Persepolis ,Gemini
2475.jpg,-550,52.53° E,32.64° N,The Gate of All Nations in Persepolis,Gemini
2476.jpg,-500,52.58° E,32.64° N,The Gate of All Nations in Persepolis,Gemini
2477.jpg,-521,48.44° E,32.65° N,Apadana of Persepolis ,Gemini
2478.jpg,-550,52.53° E,32.65° N,Gate of All Nations in Persepolis,Gemini
2479.jpg,-550,52.53° E,32.65° N,The ruins of Persepolis. ,Gemini
2480.jpg,-550,52.96° E,32.62° N, Ruins of Persepolis  ,Gemini
2481.jpg,-550,52.58° E,30.27° N,Tomb of Artaxerxes II and Darius II ,Gemini
2482.jpg,1900,80.24° E,13.02° N, Hindu Temple Building ,Gemini
2483.jpg,-520,52.53° E,32.65° N,Gate of all nations in Persepolis,Gemini
2484.jpg,-550,52.53° E,30.18° N, The Gate of All Nations in Persepolis ,Gemini
2485.jpg,-520,52.53° E,32.65° N, Persepolis Reliefs. ,Gemini
2486.jpg,-550,52.54° E,32.04° N," Gate of all Nations, Persepolis.",Gemini
2487.jpg,-521,52.9822° E,30.0226° N,"The Gate of All Nations, Persepolis, Iran. ",Gemini
2488.jpg,-550,52.53° E,32.06° N, Persepolis Gate of All Nations,Gemini
2489.jpg,-521,52.53° E,32.62° N,The Gate of All Nations in Persepolis,Gemini
2490.jpg,-518,52.95° E,30.64° N, The Gate of All Nations at Persepolis  ,Gemini
2491.jpg,-550,48.53° E,32.65° N, Persepolis Palace ,Gemini
2492.jpg,-550,52.53° E,32.06° N,"Gate of All Nations, Persepolis.",Gemini
2493.jpg,1747,30.3080° E,59.9271° N,Catherine Palace,Gemini
2494.jpg,-550,52.53° E,32.65° N, Ancient ruins in Persepolis,Gemini
2495.jpg,-550,52.54° E,32.65° N, Gate of All Nations at Persepolis,Gemini
2496.jpg,-500,52.53° E,32.65° N,Relief of Darius I and Xerxes I.,Gemini
2497.jpg,-550,52.53° E,32.62° N,Naqsh-e Rostam Tombs,Gemini
2498.jpg,-550,52.58° E,32.63° N,Tomb of Cyrus the Great,Gemini
2499.jpg,-550,50.34° E,32.62° N,Cyrus the Great's Tomb. ,Gemini
2500.jpg,-350,44.63° E,36.08° N,Mausoleum at Halicarnassus ,Gemini
2501.jpg,-550,48.65° E,32.61° N, Gate of Xerxes (Persepolis),Gemini
2502.jpg,-550,52.54° E,32.65° N,Column at Persepolis,Gemini
2503.jpg,630,44.03° E,35.71° N,Church of Saint Mary,Gemini
2504.jpg,-550,52.53° E,32.65° N,"The Gate of All Nations, Persepolis",Gemini
2505.jpg,-550,52.53° E,30.27° N,Cyrus the Great Tomb  ,Gemini
2506.jpg,-550,52.58° E,30.59° N,Darius the Great's Tomb  ,Gemini
2507.jpg,-500,48.58° E,32.62° N,The rock relief of Darius I ,Gemini
2508.jpg,-550,52.66° E,30.53° N, Tomb of Artaxerxes II and III ,Gemini
2509.jpg,-550,52.54° E,32.65° N, Ruins of Persepolis ,Gemini
2510.jpg,-520,44.45° E,32.63° N, Reliefs at Persepolis,Gemini
2511.jpg,-550,52.53° E,32.65° N,"The Gate of All Nations, Persepolis",Gemini
2512.jpg,-550,51.65° E,32.65° N,Ancient ruins at Persepolis ,Gemini
2513.jpg,-550,52.53° E,32.64° N,"Gate of All Nations, Persepolis",Gemini
2514.jpg,-550,52.53° E,32.65° N,Gate of all nations  in Persepolis,Gemini
2515.jpg,-520,52.97° E,30.60° N,Gate of All Nations at Persepolis. ,Gemini
2516.jpg,-550,52.55° E,30.17° N,Cyrus the Great's Tomb ,Gemini
2517.jpg,-550,48.84° E,32.54° N,Cyrus the Great's Tomb,Gemini
2518.jpg,-550,52.53° E,30.62° N,Tomb of Artaxerxes II and III in Naqsh-e Rustam.,Gemini
2519.jpg,-520,48.50° E,32.65° N,Reliefs of Persepolis ,Gemini
2520.jpg,-550,52.54° E,32.64° N,The ruins of the Achaemenid palace of Pasargadae. ,Gemini
2521.jpg,-521,52.58° E,32.08° N, Reliefs of Persepolis  ,Gemini
2522.jpg,-550,52.56° E,36.12° N,Cyrus the Great's Tomb ,Gemini
2523.jpg,-550,51.64° E,32.64° N,Cyrus the Great's Tomb,Gemini
2524.jpg,-520,50.57° E,32.65° N,Relief at Persepolis,Gemini
2525.jpg,-520,44.30° E,35.85° N,Ishtar Gate in Babylon,Gemini
2526.jpg,-687,44.30° E,36.12° N,The Ishtar Gate and Processional Way,Gemini
2527.jpg,-550,52.53° E,30.18° N,Rock tombs at Naqsh-e Rustam. ,Gemini
2528.jpg,-550,52.96° E,32.65° N, Gate of All Nations  at Persepolis,Gemini
2529.jpg,-2000,44.00° E,35.00° N, Ancient Ruins of Ctesiphon,Gemini
2530.jpg,-550,52.56° E,32.65° N,Cyrus the Great Tomb ,Gemini
2531.jpg,-550,52.53° E,32.65° N,"The Gate of All Nations, Persepolis, Iran",Gemini
2532.jpg,-550,52.96° E,30.18° N,"Gate of All Nations, Persepolis",Gemini
2533.jpg,-500,48.67° E,32.65° N,Reliefs at Naqsh-e Rostam,Gemini
2534.jpg,-550,52.96° E,30.17° N,"Persepolis, the ceremonial capital of the Achaemenid Empire. ",Gemini
2535.jpg,-447,23.7275° E,37.9715° N,Parthenon in Athens,Gemini
2536.jpg,-550,52.53° E,30.16° N,Cyrus the Great Tomb ,Gemini
2537.jpg,-550,52.96° E,30.23° N," The Gate of All Nations, Persepolis, Iran",Gemini
2538.jpg,-520,48.52° E,32.64° N,The Apadana of Persepolis.,Gemini
2539.jpg,-520,50.58° E,32.65° N,Persepolis  reliefs ,Gemini
2540.jpg,-550,50.00° E,32.63° N,Tomb of Cyrus the Great,Gemini
2541.jpg,-520,52.52° E,32.62° N,The Gate of All Nations in Persepolis,Gemini
2542.jpg,-550,50.76° E,32.65° N,Cyrus the Great's Tomb ,Gemini
2543.jpg,-520,52.98° E,32.61° N,The Gate of All Nations,Gemini
2544.jpg,-550,50.45° E,32.64° N,The Gate of All Nations at Persepolis.,Gemini
2545.jpg,-550,52.53° E,30.58° N,Tomb of Darius I ,Gemini
2546.jpg,-520,48.45° E,32.65° N,The Gate of All Nations at Persepolis,Gemini
2547.jpg,-550,52.53° E,30.22° N,Tomb of Darius I,Gemini
2548.jpg,-550,52.53° E,30.23° N, Naqsh-e Rustam Necropolis,Gemini
2549.jpg,-550,51.68° E,32.65° N,Ruins of the ancient city of Persepolis,Gemini
2550.jpg,-2300,47.90° E,32.63° N,The ziggurat of Chogha Zanbil ,Gemini
2551.jpg,-550,50.56° E,32.63° N,Tomb of Cyrus the Great,Gemini
2552.jpg,-550,48.50° E,32.65° N,Tomb of Cyrus the Great,Gemini
2553.jpg,-550,52.54° E,30.58° N, The Gate of All Nations at Persepolis  ,Gemini
2554.jpg,-400,37.97° E,37.98° N,Lycian Tomb,Gemini
2555.jpg,1920,51.42° E,35.70° N, Brick building with decorative details. ,Gemini
2556.jpg,-550,50.963° E,32.651° N,Ruins of the ancient city of Persepolis ,Gemini
2557.jpg,-520,48.52° E,32.63° N,The Apadana of Persepolis  ,Gemini
2558.jpg,-500,52.58° E,32.17° N,"The Gate of All Nations, Persepolis",Gemini
2559.jpg,-550,52.97° E,30.58° N,"The Gate of All Nations, Persepolis ",Gemini
2560.jpg,-550,52.98° E,30.62° N,Tomb of Darius I and the Tomb of Artaxerxes I,Gemini
2561.jpg,-550,48.51° E,32.65° N,Ancient Persian Palace Ruins,Gemini
2562.jpg,-550,52.53° E,32.62° N,"Gate of all nations, Persepolis  ",Gemini
2563.jpg,-550,52.91° E,30.17° N,Tomb of Cyrus the Great,Gemini
2564.jpg,-550,48.50° E,32.65° N,Darius I Tomb at Naqsh-e Rustam ,Gemini
2565.jpg,-2300,48.29° E,32.65° N,The ziggurat of Chogha Zanbil ,Gemini
2566.jpg,-550,52.96° E,32.06° N, Gate of all nations in Persepolis,Gemini
2567.jpg,-550,52.96° E,30.18° N,"Tomb of Darius I, Naqsh-e Rostam, Iran",Gemini
2568.jpg,-520,52.53° E,32.65° N,Gate of All Nations. ,Gemini
2569.jpg,-550,52.53° E,32.65° N,"Gate of All Nations, Persepolis",Gemini
2570.jpg,-550,52.965° E,32.629° N,Persepolis Ruins,Gemini
2571.jpg,-550,52.52° E,30.17° N,Cyrus the Great's Tomb ,Gemini
2572.jpg,-550,49.09° E,32.64° N,Tomb of Cyrus the Great ,Gemini
2573.jpg,-550,52.53° E,30.58° N,Tomb of Cyrus the Great,Gemini
2574.jpg,-300,48.54° E,33.78° N,"Ancient Sassanid Monuments in Fars Province, Iran",Gemini
2575.jpg,-550,52.53° E,32.08° N,Cyrus the Great Tomb ,Gemini
2576.jpg,-550,51.65° E,32.61° N,The ruins of a temple in Persepolis ,Gemini
2577.jpg,-550,51.65° E,32.62° N,"The Gate of All Nations, Persepolis",Gemini
2578.jpg,-520,48.50° E,32.65° N,The Apadana of Persepolis,Gemini
2579.jpg,-550,48.47° E,32.64° N,Tomb of Cyrus the Great,Gemini
2580.jpg,-550,48.20° E,32.64° N,Cyrus the Great's Tomb. ,Gemini
2581.jpg,-550,51.52° E,32.65° N,Cyrus the Great Tomb,Gemini
2582.jpg,-550,52.96° E,30.19° N,"Gate of All Nations, Persepolis.",Gemini
2583.jpg,-550,52.96° E,30.18° N," Persepolis, ancient ruins in Iran",Gemini
2584.jpg,-550,50.35° E,32.64° N,Tomb of Cyrus the Great,Gemini
2585.jpg,-550,52.53° E,32.62° N,The Gate of All Nations in Persepolis,Gemini
2586.jpg,-550,52.53° E,32.62° N, The Gate of All Nations in Persepolis,Gemini
2587.jpg,-550,48.28° E,35.31° N,Temple of Artemis at Ephesus,Gemini
2588.jpg,-550,52.53° E,30.33° N, Gate of All Nations (Xerxes),Gemini
2589.jpg,-500,51.42° E,32.64° N,Naqsh-e Rostam Reliefs,Gemini
2590.jpg,-550,52.53° E,30.18° N,Tomb of Darius I and Xerxes I.,Gemini
2591.jpg,-550,50.60° E,32.65° N, The Hall of Hundred Columns ,Gemini
2592.jpg,-550,52.64° E,32.71° N,Tomb of Cyrus the Great,Gemini
2593.jpg,-600,43.20° E,35.40° N,The Tomb of Cyrus the Great,Gemini
2594.jpg,-550,52.54° E,30.58° N,Tomb of Darius I,Gemini
2595.jpg,-550,52.53° E,30.21° N,Tomb of Cyrus the Great,Gemini
2596.jpg,-520,47.00° E,33.50° N,Tomb of Cyrus the Great,Gemini
2597.jpg,-550,52.96° E,30.17° N,"Gate of All Nations, Persepolis  ",Gemini
2598.jpg,-687,44.32° E,33.32° N,The Ishtar Gate in Babylon,Gemini
2599.jpg,130,36.2029° E,36.5307° N,Arch of Triumph in Palmyra ,Gemini
2600.jpg,-550,52.53° E,30.18° N,"Gate of All Nations, Persepolis",Gemini
2601.jpg,-3000,48.18° E,32.65° N, The Tower of Silence ,Gemini
2602.jpg,-550,52.53° E,32.08° N,Ruins of ancient city of Persepolis,Gemini
2603.jpg,-550,48.22° E,32.64° N,Tomb of Cyrus the Great,Gemini
2604.jpg,1770,11.57° E,48.13° N,The Chinese House in the Nymphenburg Palace gardens.,Gemini
2605.jpg,1754,11.00° E,47.85° N,Interior of Wieskirche,Gemini
2606.jpg,1712,13.7363° E,51.0467° N,"Zwinger Palace, Dresden",Gemini
2607.jpg,1733,11.354° E,48.262° N,Pilgrimage Church of Wies,Gemini
2608.jpg,1755,30.3207° E,59.9387° N,Hall of Mirrors in the Winter Palace,Gemini
2609.jpg,1764,44.50° E,55.76° N,Church of the Resurrection ,Gemini
2610.jpg,1733,30.3157° E,59.9386° N,Smolny Cathedral,Gemini
2611.jpg,1710,30.3065° E,59.9375° N,"The Winter Palace, Saint Petersburg",Gemini
2612.jpg,1700,30.52° E,50.45° N," Church in Lviv, Ukraine",Gemini
2613.jpg,1713,16.3730° E,48.2083° N,Palais Trautson  ,Gemini
2614.jpg,1750,23.92° E,54.69° N,The Powder Tower in Vilnius,Gemini
2615.jpg,1762,30.305° E,59.938° N,The Church of the Savior on Spilled Blood,Gemini
2616.jpg,1740,30.32° E,59.93° N,The Catherine Palace,Gemini
2617.jpg,1230,15.0872° E,38.1137° N,Cathedral of Catania,Gemini
2618.jpg,1693,15.0872° E,37.5086° N,Cathedral of Syracuse,Gemini
2619.jpg,1624,15.0872° E,37.5024° N,Church of the Annunziata,Gemini
2620.jpg,1693,14.05° E,37.31° N,Cathedral of Agrigento and surrounding buildings,Gemini
2621.jpg,1453,52.54° E,35.83° N,Tomb of  Sheikh Safi al-din ,Gemini
2622.jpg,-550,52.53° E,30.17° N, Persepolis ruins ,Gemini
2623.jpg,1063,46.52° E,33.34° N,The Mausoleum of Daniel the Prophet,Gemini
2624.jpg,-550,52.53° E,30.17° N,"Gate of All Nations, Persepolis",Gemini
2625.jpg,-520,52.966° E,30.170° N,"Gate of All Nations, Persepolis",Gemini
2626.jpg,-550,52.53° E,32.65° N,"The Gate of All Nations, Persepolis",Gemini
2627.jpg,-550,52.53° E,32.62° N, Gate of All Nations at Persepolis,Gemini
2628.jpg,-550,51.5° E,31.5° N,Pasargadae ruins,Gemini
2629.jpg,-550,52.95° E,30.18° N, The Gate of All Nations (Xerxes' Gate),Gemini
2630.jpg,-520,51.67° E,30.21° N,"Gate of All Nations, Persepolis",Gemini
2631.jpg,-550,52.53° E,32.65° N,"The Gate of All Nations, Persepolis, Iran.",Gemini
2632.jpg,-550,52.53° E,32.65° N,The Gate of All Nations  ,Gemini
2633.jpg,-550,52.96° E,30.63° N, The Gate of All Nations at Persepolis,Gemini
2634.jpg,-550,52.54° E,32.05° N,The Gate of All Nations in Persepolis. ,Gemini
2635.jpg,-500,52.53° E,32.62° N,The Gate of All Nations in Persepolis ,Gemini
2636.jpg,-600,46.34° E,35.75° N, Ancient Parthian tower ,Gemini
2637.jpg,-550,52.54° E,32.65° N, Ancient Persian Gate and Columns,Gemini
2638.jpg,-550,52.96° E,30.58° N,The Gate of All Nations at Persepolis,Gemini
2639.jpg,-550,52.53° E,30.01° N,"Gate of All Nations, Persepolis",Gemini
2640.jpg,-550,52.53° E,32.65° N, Achaemenid capital at Persepolis,Gemini
2641.jpg,-550,52.66° E,30.41° N,Tomb of Darius I ,Gemini
2642.jpg,-550,52.54° E,30.15° N,Gate of all Nations at Persepolis,Gemini
2643.jpg,-520,52.53° E,30.58° N,"The Gate of All Nations, Persepolis, Iran.",Gemini
2644.jpg,-500,52.97° E,30.45° N, The Gate of All Nations at Persepolis,Gemini
2645.jpg,-550,52.96° E,32.65° N,The Gate of All Nations in Persepolis,Gemini
2646.jpg,-500,43.00° E,36.00° N,Ancient Roman ruins in Turkey. ,Gemini
2647.jpg,-550,52.96° E,30.56° N,The Gate of All Nations at Persepolis,Gemini
2648.jpg,-500,52.52° E,30.58° N,Gate of All Nations (Xerxes I),Gemini
2649.jpg,-550,52.52° E,30.58° N,The Gate of All Nations in Persepolis,Gemini
2650.jpg,-550,52.53° E,30.18° N,The Gate of All Nations,Gemini
2651.jpg,-550,52.96° E,30.18° N,Gate of all nations in Persepolis.,Gemini
2652.jpg,-520,52.53° E,30.18° N,The Gate of All Nations at Persepolis. ,Gemini
2653.jpg,-550,48.54° E,32.63° N,Naqsh-e Rostam tomb ,Gemini
2654.jpg,-500,52.95° E,30.58° N,"Reliefs of Persepolis, Iran.",Gemini
2655.jpg,-520,52.96° E,30.20° N,The Gate of All Nations  at Persepolis,Gemini
2656.jpg,-550,52.54° E,32.63° N,"The Gate of All Nations, Persepolis",Gemini
2657.jpg,1930,51.43° E,35.69° N,The National Library of Iran ,Gemini
2658.jpg,-550,52.96° E,30.18° N,The Gate of All Nations at Persepolis,Gemini
2659.jpg,-520,52.96° E,32.64° N,"Gate of All Nations, Persepolis",Gemini
2660.jpg,-550,52.53° E,30.18° N,The Gate of All Nations at Persepolis.,Gemini
2661.jpg,-480,23.7275° E,37.9794° N, The Battle of Marathon Relief ,Gemini
2662.jpg,-550,52.53° E,30.17° N,Gate of all nations at Persepolis,Gemini
2663.jpg,-550,51.6667° E,32.6667° N,Tomb of Cyrus the Great,Gemini
2664.jpg,-300,48.25° E,32.62° N,Ancient ruins in Iran,Gemini
2665.jpg,-550,52.52° E,32.65° N,The ruins of Persepolis,Gemini
2666.jpg,-550,52.53° E,30.58° N,"The Gate of All Nations, Persepolis",Gemini
2667.jpg,-550,52.53° E,32.65° N,Persepolis ruins,Gemini
2668.jpg,-550,52.53° E,30.58° N,Gate of All Nations at Persepolis,Gemini
2669.jpg,1778,51.6675° E,32.6281° N,"The Abbasi Mosque complex, Isfahan, Iran",Gemini
2670.jpg,-550,52.962° E,32.073° N,The Gate of All Nations at Persepolis,Gemini
2671.jpg,-550,52.53° E,32.65° N,The ruins of Persepolis ,Gemini
2672.jpg,-520,52.963° E,30.185° N," Gate of All Nations, Persepolis, Iran. ",Gemini
2673.jpg,-520,52.55° E,30.00° N,Gate of All Nations in Persepolis,Gemini
2674.jpg,-550,52.54° E,32.65° N, The Temple of Anahita at Kangavar ,Gemini
2675.jpg,-520,52.95° E,30.18° N,The Gate of All Nations at Persepolis,Gemini
2676.jpg,-520,48.26° E,32.65° N, Apadana of Persepolis ,Gemini
2677.jpg,-550,52.52° E,30.17° N,"Gate of all nations, Persepolis",Gemini
2678.jpg,-550,51.66° E,32.63° N,Cyrus the Great's Tomb ,Gemini
2679.jpg,-2300,43.64° E,32.52° N,Ziggurat of Ur  ,Gemini
2680.jpg,-520,52.54° E,32.65° N,"Gate of All Nations, Persepolis ",Gemini
2681.jpg,-550,52.53° E,30.18° N,"The Gate of All Nations, Persepolis, Iran.",Gemini
2682.jpg,-550,52.96° E,30.57° N, Ancient Persian ruins,Gemini
2683.jpg,-550,52.96° E,30.58° N,Gate of All Nations in Persepolis,Gemini
2684.jpg,-550,48.22° E,32.62° N,The ruins of Persepolis ,Gemini
2685.jpg,-500,52.96° E,32.06° N,"Relief at Persepolis, Iran.",Gemini
2686.jpg,-550,52.96° E,30.18° N,"The Gate of All Nations, Persepolis",Gemini
2687.jpg,-550,48.01° E,32.64° N,Tomb of Cyrus the Great,Gemini
2688.jpg,-520,52.99° E,31.67° N,"The Gate of All Nations, Persepolis",Gemini
2689.jpg,-500,52.00° E,32.00° N,The Ziggurat of Chogha Zanbil,Gemini
2690.jpg,-3000,48.50° E,32.63° N,Ruins of a temple in Persepolis,Gemini
2691.jpg,-550,52.96° E,30.16° N,The Gate of All Nations,Gemini
2692.jpg,1100,50.58° E,36.13° N,Tomb of Baba Taher ,Gemini
2693.jpg,-550,52.53° E,32.08° N,"The Gate of All Nations, Persepolis",Gemini
2694.jpg,-520,48.50° E,32.63° N, Relief at Persepolis,Gemini
2695.jpg,-520,52.53° E,30.18° N,Gate of All Nations at Persepolis,Gemini
2696.jpg,-550,52.53° E,32.64° N,The ruins of Persepolis ,Gemini
2697.jpg,-550,52.96° E,32.61° N,Gate of all Nations in Persepolis,Gemini
2698.jpg,-550,52.89° E,32.06° N,Tomb of Cyrus the Great,Gemini
2699.jpg,19th century,64.23° E,41.27° N,The Madrasah of Mir-i-Arab in Bukhara,Gemini
